0.426720,0.032672,2.339872,0.337952,0.048448,0.026720
0.502336,0.020832,2.336608,0.336608,0.061440,0.026240
0.394912,0.008192,2.340864,0.337088,0.088064,0.045280
0.377856,0.037120,2.337248,0.341472,0.053248,0.044416
0.385024,0.020224,2.338560,0.337600,0.048512,0.044928
0.396512,0.038880,2.353120,0.337664,0.042624,0.113728
0.367296,0.032416,2.339136,0.337216,0.075488,0.027232
0.349280,0.028192,2.361312,0.359872,0.063456,0.044480
0.404032,0.019616,2.359296,0.337536,0.045824,0.045792
0.276000,0.002720,2.360096,0.337088,0.045728,0.043168
0.343712,0.033248,2.142400,0.309248,0.044992,0.041920
0.389376,0.025920,2.141952,0.308512,0.052736,0.048064
0.348928,0.017344,2.152416,0.308128,0.129216,0.040576
0.339296,0.018816,2.140160,0.309184,0.044032,0.022528
0.414336,0.019072,2.142240,0.324384,0.052320,0.045728
0.341472,0.009504,2.141408,0.308896,0.047712,0.041376
0.421824,0.026016,2.141312,0.308544,0.046624,0.042816
0.390752,0.006528,2.138240,0.307968,0.042432,0.042624
0.340928,0.025600,2.140160,0.307488,0.043232,0.041184
0.429152,0.025568,2.139392,0.308416,0.046720,0.043776
0.334528,0.002592,2.140160,0.308288,0.046784,0.044256
0.344704,0.026048,2.140096,0.329952,0.046208,0.043328
0.392192,0.002816,2.141280,0.328000,0.044032,0.042720
0.405056,0.016960,2.140224,0.322976,0.043136,0.044288
0.416320,0.025920,2.142016,0.309024,0.042592,0.041216
0.345056,0.026304,2.140160,0.307424,0.137248,0.044576
0.287168,0.017824,2.158112,0.307936,0.068000,0.022080
0.354176,0.023616,2.154656,0.307968,0.091040,0.025408
0.545536,0.005632,2.140992,0.308800,0.126240,0.030144
0.379616,0.063168,2.141856,0.309088,0.073216,0.046816
0.423072,0.057504,2.140928,0.308000,0.118560,0.044608
0.390016,0.068032,2.138112,0.313600,0.078496,0.046016
0.426752,0.059616,2.140416,0.309024,0.184288,0.027008
0.383232,0.053952,2.138240,0.307648,0.081248,0.025632
0.433024,0.054656,2.141696,0.308608,0.077824,0.024224
0.393408,0.054144,2.141088,0.308640,0.074272,0.047136
0.382464,0.011328,2.145760,0.309088,0.127872,0.046336
0.382048,0.057344,2.140576,0.307648,0.071584,0.046240
0.422624,0.052416,2.140160,0.308832,0.116896,0.044480
0.424576,0.052000,2.139712,0.308480,0.118176,0.046240
0.422880,0.057216,2.140032,0.307264,0.117856,0.046464
0.426048,0.050496,2.136640,0.308544,0.125760,0.045984
0.431168,0.050496,2.138560,0.308960,0.126976,0.031104
0.521632,0.020160,2.139104,0.311776,0.087520,0.033120
0.401184,0.127520,2.138656,0.313312,0.069504,0.044032
0.439328,0.010016,2.140128,0.307520,0.112224,0.023904
0.425408,0.035904,2.138112,0.307424,0.037632,0.049920
0.378720,0.029376,2.140832,0.308704,0.040704,0.042464
0.407744,0.026592,2.139648,0.308064,0.049184,0.042496
0.349568,0.022880,2.139616,0.309088,0.045344,0.070624
0.434208,0.019456,2.139808,0.308064,0.045056,0.042976
0.408864,0.016256,2.144672,0.308480,0.046560,0.044448
0.361984,0.020224,2.138112,0.308672,0.045056,0.023040
0.344352,0.005216,2.145920,0.312960,0.104608,0.032192
0.337664,0.010336,2.146496,0.308704,0.071072,0.023104
0.405280,0.037696,2.140160,0.308192,0.053248,0.033216
0.389056,0.036096,2.140960,0.307520,0.050976,0.023168
0.404096,0.009856,2.143872,0.307744,0.111456,0.034048
0.376640,0.008992,2.145376,0.307200,0.180288,0.044032
0.443296,0.009984,2.140160,0.312544,0.117664,0.024192
0.336704,0.002592,2.140512,0.307200,0.082976,0.045280
0.397088,0.093760,2.140096,0.307840,0.047392,0.044128
0.412544,0.024288,2.160640,0.322368,0.044096,0.042848
0.411552,0.021440,2.138112,0.307264,0.049280,0.024352
0.503296,0.121056,2.139552,0.307936,0.126880,0.023808
0.425312,0.037856,2.139136,0.307872,0.045952,0.023392
